Name,Discount_price,Actual_price,Rating_stars
"Hisense 75""inches QLED Smart 4K Netflix, Android,YouTube TV,","₦ 1,990,000","₦ 2,800,000",No rating
Samsung 55DU7000  Class Crystal Ultra HD 4K HDR LED  2024 Smart  TV,"₦ 850,000","₦ 2,700,000",No rating
"Samsung 65"" Class DU7000 Crystal Ultra HD 4K HDR  LED Smart TVs","₦ 1,300,000","₦ 1,960,000",No rating
"UFC 55"" FRAMELESS Smart TV+Netflix,Youtube + WALL HANGER","₦ 491,990","₦ 890,000",3.8
Samsung Premium 65-Inch Class  4K S90C Quantum HDR UHD Smart OLED TV,"₦ 5,000,000","₦ 9,500,000",No rating
"Sonix 43"" INCHES SMART FULL HD LED TV + WALL HANGER [New]","₦ 222,950","₦ 290,000",No rating
"Hisense 65 INCHES HDR UHD 4K SMART YOUTUBE, NETFLIX TELEVISION","₦ 995,000","₦ 1,373,500",No rating
Free To Air Digital Satellite Channels Decoder View-Sat,"₦ 30,000","₦ 30,500",4
Samsung 32 Inch LED Smart HD TV,"₦ 300,000","₦ 635,000",No rating
Samsung 32 INCH LED HD - TV,"₦ 200,000","₦ 220,000",5
2 In 1 Audio Bluetooth Receiver Transmitter Usb 5.0,"₦ 19,000",No old_price,No rating
"Amani 32'' Inch Smart Android TV With Netflix,Youtube,","₦ 175,800","₦ 180,000",4.5
"LG 43""inches UHD, AI, 4K Smart, Satellite, Netflix,AV,3HDMI,DTV","₦ 794,900","₦ 940,000",No rating
"Hisense 65''Inches Smart UHD 4K TV Netflix,","₦ 1,228,500","₦ 1,300,000",4
VIEWSAT 2050 ACTION HD DECODER.,"₦ 40,000","₦ 41,000",No rating
Satlink  Meter Finder With Compass WS-6933,"₦ 70,900","₦ 80,000",No rating
LG 43 Inch Satellite Television + Wall Hanger- 43LM6370,"₦ 699,499","₦ 750,000",No rating
Maxi 32 LED FHD TV  + 12 Months Warranty,"₦ 149,800","₦ 169,000",5
"Bruhm 65 SMART TV ANDROID, WIFI,DIGITAL.NETFLIX & YOUTUBE","₦ 1,294,800","₦ 1,979,000",No rating
Zealot S67 Waterproof Bluetooth Super Bass Speaker,"₦ 103,549","₦ 130,000",No rating
Hisense 32''FULL HD LED TV+12 MONTHS WARRANTY,"₦ 179,900","₦ 189,000",5
"Polystar 32"" Smart Android Television","₦ 172,999",No old_price,4
LG 55''Inches Smart Ai UHD 4K Satellite TV+Netflix,"₦ 1,189,900","₦ 1,300,000",3
Sony 4K SMART  65 INCHES ULTRA HD 4K Android TV 65X85J NEW MODEL,"₦ 1,740,000","₦ 1,909,000",5
Samsung 55''UHD 4K Smart Digital TV New 2020 Model+1 Year Warranty,"₦ 763,900","₦ 890,000",4.5
"Hisense 75""inches QLED Smart 4K Netflix, Android,YouTube TV,","₦ 1,990,000","₦ 2,800,000",No rating
Samsung 55DU7000  Class Crystal Ultra HD 4K HDR LED  2024 Smart  TV,"₦ 850,000","₦ 2,700,000",No rating
"Samsung 65"" Class DU7000 Crystal Ultra HD 4K HDR  LED Smart TVs","₦ 1,300,000","₦ 1,960,000",No rating
"UFC 55"" FRAMELESS Smart TV+Netflix,Youtube + WALL HANGER","₦ 491,990","₦ 890,000",3.8
Samsung Premium 65-Inch Class  4K S90C Quantum HDR UHD Smart OLED TV,"₦ 5,000,000","₦ 9,500,000",No rating
"Sonix 43"" INCHES SMART FULL HD LED TV + WALL HANGER [New]","₦ 222,950","₦ 290,000",No rating
"Hisense 65 INCHES HDR UHD 4K SMART YOUTUBE, NETFLIX TELEVISION","₦ 995,000","₦ 1,373,500",No rating
Free To Air Digital Satellite Channels Decoder View-Sat,"₦ 30,000","₦ 30,500",4
Samsung 32 Inch LED Smart HD TV,"₦ 300,000","₦ 635,000",No rating
Samsung 32 INCH LED HD - TV,"₦ 200,000","₦ 220,000",5
"Throat Control Transceiver Earpiece Headset For Walkie Talkies, 3.5mm + 2.5mm Plug(Black)","₦ 24,910","₦ 35,586",5
2 In 1 Audio Bluetooth Receiver Transmitter Usb 5.0,"₦ 19,000",No old_price,No rating
"Amani 32'' Inch Smart Android TV With Netflix,Youtube,","₦ 175,800","₦ 180,000",4.5
Samsung 43 Inch UHD Premium Class Certified Smart LED 4K TV,"₦ 650,000","₦ 970,000",No rating
9Fox 43 Inches Super HD Android Smart Frameless TV + Hanger+HDMI,"₦ 223,850","₦ 320,000",No rating
Sony 43inches Full HD LED TV + Free Wall Bracket,"₦ 305,000","₦ 318,000",No rating
Wall Mounted  Router Storage Shelf Universal  For  Office Black,"₦ 11,842","₦ 15,395",No rating
Amani UHD TV 65 Inch 4K Display 4K HDR Smart LED TV W/ ThinQ AI,"₦ 799,908","₦ 1,879,039",3.3
TCL 65 INCHES QLED UHD SMART HDR TELEVISION,"₦ 1,095,500","₦ 1,587,500",No rating
"Hisense 58 INCHES UHD SMART  4K YOUTUBE, NETFLIX TELEVISION","₦ 689,500","₦ 835,000",No rating
"LG 83''Inches OLED Evo+Brightness Booster Max,ThinQ AI,Smart TV","₦ 11,000,000","₦ 14,900,000",No rating
"Samsung 55” Smart UHD 4K TV+YouTube,Netflix Apple Airplay","₦ 780,000","₦ 930,000",No rating
New Half Frame Anti Blue Eyebrow Aging For Men And Women Fashion Light Sensitive Color Changing,"₦ 6,413 - ₦ 7,022",No old_price,No rating
60/72/84/100/120/150 Inch Foldable Projection Screen 16,"₦ 12,270 - ₦ 40,380","₦ 18,405 - ₦ 56,532",No rating
"LG OLED TV 55"" CX Series, Cinema Screen 4K Cinema HDR AI ThinQ","₦ 1,847,990","₦ 3,300,000",No rating
UFC 55inchs UFC Smart Full HD LED TV,"₦ 398,990","₦ 495,000",5
Felicity Solar 51.2V 10KWH 200AH Lithium(LiFePO4)Battery,"₦ 2,850,000","₦ 2,950,000",No rating
LG 50'' INCHES 4K UHD SMART TELEVISIONS,"₦ 705,500","₦ 797,500",No rating
"HY300 Pro Smart Android 11.0 Portable Projector With WiFi, Bluetooth, 8Gb Rom, HDMI, AV Port","₦ 189,000","₦ 200,000",No rating
"Hisense 65""inches UHD 4K Netflix TV + Wall Bracket+Warranty","₦ 995,000","₦ 1,100,000",5
UFC 43 Inch Smart FHD LED Television 2022 New,"₦ 318,290",No old_price,4
"Hisense 75""inches QLED Smart 4K Netflix TV,","₦ 2,340,000","₦ 2,800,000",No rating
Royal 50 Inches 4k UHD Smart TV RTV50GT8W,"₦ 600,650","₦ 653,500",No rating
"Hisense 55''Smart UHD 4K TV+Netflix,Youtube&DSTV Now APP","₦ 682,299","₦ 890,000",No rating
Sonix 55-Inch 4k UHD Android Smart TV + Free Wall Bracket,"₦ 418,850","₦ 550,000",3.5
ChromeCast Tv Wireless Display Dongle,"₦ 14,800",No old_price,4
"BUC 43Inches Frameless  Smart Television 12V AC/DC With Bluetooth For Home Theatre System And WiFi + Free BUC Hanger Free Wireless Mouse Free HDMI Cable, 2 USB Pot, HDMI Port, Soft Remote Control, Sharp Vision.","₦ 234,400","₦ 280,000",5
Sony Bravia 65 Ultra HD 4k - Android Smart TV,"₦ 2,569,000","₦ 2,990,000",No rating
STAR TIMES Complete Set Of StarTimes Television Decoder,"₦ 45,000","₦ 46,500",No rating
"LG 65""Inch OLED TV CX Series, Cinema Screen 4K WebOS AI ThinQ","₦ 2,960,000","₦ 3,500,000",No rating
Hisense 65' Smart UHD 4K Led TV + Free Wall Bracket,"₦ 889,850","₦ 990,000",5
TCL 65 Inch QLED Smart 4K Google TV,"₦ 1,200,000","₦ 3,600,000",No rating
Samsung 75” Crystal UHD 4K Smart TV 75,"₦ 1,899,000","₦ 2,210,000",No rating
Samsung 75-Inch Class QLED 4K QN85D Series Neo Quantum HDR Smart TV,"₦ 5,000,000","₦ 8,800,000",No rating
"Hisense 65"" UHD 4k SMART LED TV +WIFI AND WALL BRACKET","₦ 889,000","₦ 990,000",4.8
Roku Express 4K,"₦ 95,000",No old_price,No rating
Scanfrost 32 Inch LED TV,"₦ 189,499","₦ 205,780",No rating
"LG 55""NANO UHD Smart,Satellite,Pure Color,AI,Web OS,App AirPlay","₦ 1,384,800","₦ 1,780,000",No rating
Samsung 65 Inch Premium UHD Crystal Class 4K Smart TV- Black,"₦ 1,500,000","₦ 1,950,000",No rating
"LG 32"" Inch LED Television + Wall Hanger (2 Years Warranty)","₦ 395,000","₦ 540,000",No rating
"TCL 55""TCL Qled Smart Tv Global Brand New Google TV","₦ 796,000","₦ 978,000",No rating
LG 32 INCHES LED HD TV 32LP500,"₦ 339,999","₦ 350,000",No rating
"Bruhm 55"" SMART OS UHD 55SW + Steel Bezzle + Wall Bracket","₦ 899,999","₦ 1,378,000",No rating
Samsung Certified QLED 85 Inch Q60C Smart Ultra Slim 4K TV,"₦ 5,000,000","₦ 6,900,000",No rating
Samsung 43 Inch Crystal UHD 4K HDR Smart LED TV 43CU8000,"₦ 650,000","₦ 900,000",No rating
Nikai 43'' Frameless Full HD Smart LED TV,"₦ 360,000",No old_price,1
"LG 43 Inch LED HDMI, USB Television 2yrs Warranty + Hanger","₦ 416,998","₦ 490,000",No rating
Samsung 65 Inch  Crystal Ultra HD 4K HDR  LED Smart TV 2024 Model,"₦ 1,300,000","₦ 2,000,000",No rating
Samsung 32 Inch HD LED TV/ Energy Saving,"₦ 199,999","₦ 400,000",No rating
"Vision 32""FULL UHD Smart Android TV@PROMO Price Free Gift Inside","₦ 156,990 - ₦ 157,990","₦ 1,110,000",No rating
Hisense 1 HP HISENSE SPLIT AC,"₦ 373,692","₦ 400,000",No rating
"TCL 55""TCL Qled Smart Tv Global Brand New Google TV","₦ 794,000","₦ 978,000",No rating
"Rock 43"" 4k SMART UHD LED TV + FREE WALL HANGER","₦ 245,999",No old_price,4
Samsung 55 Inch Ultra HD Smart LED 4K HDR TV,"₦ 1,100,000","₦ 1,500,000",No rating
TCL 50” Class S Class 4K UHD HDR LED Smart TV With Google TV,"₦ 630,000",No old_price,5
"Hisense 65 INCHES QLED UHD  SMART NETFLIX,YOUTUBE  TELEVISION","₦ 1,325,000","₦ 1,756,000",No rating
Hd Box Two Set Of Free-to-air Satellite Decoder,"₦ 50,000","₦ 50,500",No rating
Samsung 32 Inch HD Ultra Slim Smart LED TV,"₦ 300,000","₦ 510,000",4
TCL 65Inch UHD 4K QLED Smart HDR LED Google TV,"₦ 1,200,000","₦ 3,000,000",No rating
TCL 75 INCHES QLED UHD SMART HDR TELEVISION,"₦ 2,205,000","₦ 2,790,000",No rating
TCL 55'' ANDROID HDR UHD SMART TELEVISION,"₦ 624,000","₦ 845,000",No rating
TCL 43 Inch Full HD Smart TV- Black,"₦ 400,000","₦ 635,000",No rating
"Energy 40"" INCHES ENERGY TV HD LED","₦ 185,990","₦ 195,000",4.6
Hisense 8KG Front Loader Automatic( Dryer ONLY) 80DVDL,"₦ 409,200",No old_price,4.7
TCL 43 INCHES  ANDROID UHD SMART TELEVISION,"₦ 375,000","₦ 493,000",No rating
Hisense MANUAL TOP LOADER WASHING WM WSPA503,"₦ 191,400",No old_price,4.7
Samsung 55inch QLED 4K SMART ULTRA FLAT - TV,"₦ 1,287,000","₦ 1,800,000",1
"LG 77'' Inches OLED TV CX Series, 4K Cinema Scr HDR AI ThinQ","₦ 6,750,000","₦ 8,100,000",No rating
Sharp 32inch Television  With  Quality Picture,"₦ 170,000","₦ 235,000",4
Google Chromecast ,"₦ 30,000","₦ 36,000",No rating
Viewsat 4922 Free To Air Receiver Digital Satellite Channels Decoder,"₦ 30,000","₦ 30,500",5
Samsung Premium  85Inch  Crystal UHD 4K HDR Smart TV DU7000 (2024),"₦ 3,200,000","₦ 6,300,000",No rating
LG UHD TV 65 Inch 4K Display HDR Smart LED TV W/ ThinQ AI,"₦ 1,498,999","₦ 1,600,000",No rating
TCL 55 Inch UHD Smart HDR 4K - Google TV,"₦ 750,000","₦ 1,800,000",No rating
Century 43 Inch Smart TV 2K FHD (CTV-43A) + 1 YEAR WARRANTY,"₦ 310,000","₦ 400,000",No rating
Samsung 32 Inches N5000 Series 5 Flat Full HD TV,"₦ 267,980","₦ 580,000",No rating
TCL 85 INCHES QLED  ULTRA HD 4K  GOOGLE TELEVISION,"₦ 3,500,000","₦ 3,978,000",No rating
Samsung 75 Inch Crystal Ultra HD   Smart TV,"₦ 1,890,000","₦ 2,690,000",No rating
Samsung 55Inch Crystal Ultra HD 4K HDR  2024 Smart  TV-55DU7000,"₦ 850,000","₦ 2,200,000",No rating
TCL Premium 98 Inch 4K Ultra HD HDR QLED Google TV - 98C655,"₦ 4,500,000","₦ 6,800,000",No rating
"Hisense 32"" Inches Satellite TV (A5200) - Black + 1 Year Warranty","₦ 170,000","₦ 210,000",No rating
Network Adapter USB 3.0 To Ethernet RJ45 Lan Gigabit Adapter For 10/100/1000 Mbps Ethernet Supports Nintendo Switch/TV Box Black By HonTai,"₦ 39,614","₦ 60,931",No rating
Samsung 50 Inch UHD 4K Smart LED Tv- Mobile/Tv Screen Mirroring,"₦ 850,000","₦ 1,500,000",5
Samsung 32 Inch Smart LED High Definition TV- Black,"₦ 300,000","₦ 635,000",No rating
"Maxi 43"" Inch Full HD LED TV+wall Hanger","₦ 295,000","₦ 355,000",4
UFC 50″ Android FULL  HD LED Smart Tv,"₦ 445,990","₦ 520,000",4
"Samsung Premium 55"" Crystal UHD 4K HDR Smart  LED TV CU8000","₦ 1,100,000","₦ 3,950,000",No rating
Google ChromeCast With Google TV - Streaming,"₦ 150,000",No old_price,No rating
"Hisense 75"" Inch 4K UHD Smart LED + Free Wall Bracket","₦ 1,470,000","₦ 1,750,000",3
"LG 65"" Inch 4K UHD AI ThinQ Smart  Satellite TV 65UQ700","₦ 1,498,990","₦ 1,850,000",No rating
Samsung 40 Inch LED Full HD Ultra Slim Smart TV,"₦ 450,000","₦ 610,000",5
STAR TIMES Complete Set Of StarTimes Television Decoder,"₦ 45,000","₦ 46,500",No rating
LG 32inch LED TV + Wall Bracket,"₦ 329,899",No old_price,No rating
"Hisense 75''Inches Smart QLED 4K TV Netflix, Youtube & DSTV","₦ 1,898,000","₦ 2,890,000",No rating
Samsung 55 Inch  UHD Class Smart LED 4K HDR+ TV,"₦ 1,100,000","₦ 1,500,000",No rating
Samsung 55 Inch  UHD Class Smart LED 4K HDR TV,"₦ 1,100,000","₦ 1,500,000",No rating
"Hisense 50 INCHES UHD 4K SMART YOUTUBE, NETFLIX TELEVISION","₦ 665,500",No old_price,No rating
Mini  Auto Correction Smart  For HY300,"₦ 79,996","₦ 111,994",No rating
"Rock 43"" 4k SMART UHD LED TV + FREE WALL HANGER","₦ 245,999",No old_price,4
Samsung 55 Inch Ultra HD Smart LED 4K HDR TV,"₦ 1,100,000","₦ 1,500,000",No rating
"10"" Portable DVD Player Headrest Car Case Holder Black Carrying Travel","₦ 22,000","₦ 43,000",No rating
TCL 50” Class S Class 4K UHD HDR LED Smart TV With Google TV,"₦ 630,000",No old_price,5
"Hisense 65 INCHES QLED UHD  SMART NETFLIX,YOUTUBE  TELEVISION","₦ 1,325,000","₦ 1,756,000",No rating
Hd Box Two Set Of Free-to-air Satellite Decoder,"₦ 50,000","₦ 50,500",No rating
Samsung 32 Inch HD Ultra Slim Smart LED TV,"₦ 300,000","₦ 510,000",4
TCL 65Inch UHD 4K QLED Smart HDR LED Google TV,"₦ 1,200,000","₦ 3,000,000",No rating
TCL 75 INCHES QLED UHD SMART HDR TELEVISION,"₦ 2,205,000","₦ 2,790,000",No rating
TCL 55'' ANDROID HDR UHD SMART TELEVISION,"₦ 624,000","₦ 845,000",No rating
TCL 43 Inch Full HD Smart TV- Black,"₦ 400,000","₦ 635,000",No rating
6 Pairs 6th Action Figurine Boots  WhiteShoes Policewomen,"₦ 47,278","₦ 68,286",No rating
"Energy 40"" INCHES ENERGY TV HD LED","₦ 185,990","₦ 195,000",4.6
Hisense 8KG Front Loader Automatic( Dryer ONLY) 80DVDL,"₦ 409,200",No old_price,4.7
TCL 43 INCHES  ANDROID UHD SMART TELEVISION,"₦ 375,000","₦ 493,000",No rating
"Projection Screen Portable 30-150 Inch 16:9,Outdoor Movie Screen For Travel Home Theater","₦ 17,000 - ₦ 73,000","₦ 33,000 - ₦ 145,000",No rating
Hisense MANUAL TOP LOADER WASHING WM WSPA503,"₦ 191,400",No old_price,4.7
Best Price MEAN WELL LRS-150-24 156W 24V 6.5A Switching Power Supply,"₦ 70,605","₦ 121,500",No rating
Samsung 55inch QLED 4K SMART ULTRA FLAT - TV,"₦ 1,287,000","₦ 1,800,000",1
"LG 77'' Inches OLED TV CX Series, 4K Cinema Scr HDR AI ThinQ","₦ 6,750,000","₦ 8,100,000",No rating
Sharp 32inch Television  With  Quality Picture,"₦ 170,000","₦ 235,000",4
Google Chromecast ,"₦ 30,000","₦ 36,000",No rating
Viewsat 4922 Free To Air Receiver Digital Satellite Channels Decoder,"₦ 30,000","₦ 30,500",5
Android9.0  Box Quad Core 1080P 5.8GHz,"₦ 26,597","₦ 34,576",5
Samsung Premium  85Inch  Crystal UHD 4K HDR Smart TV DU7000 (2024),"₦ 3,200,000","₦ 6,300,000",No rating
LG UHD TV 65 Inch 4K Display HDR Smart LED TV W/ ThinQ AI,"₦ 1,498,999","₦ 1,600,000",No rating
HD Digital Indoor Amplified Cccam TV Antenna 200 Miles Ultra HDTV With Amplifier VHFUH,"₦ 25,380","₦ 48,216",No rating
TCL 55 Inch UHD Smart HDR 4K - Google TV,"₦ 750,000","₦ 1,800,000",No rating
Century 43 Inch Smart TV 2K FHD (CTV-43A) + 1 YEAR WARRANTY,"₦ 310,000","₦ 400,000",No rating
Samsung 32 Inches N5000 Series 5 Flat Full HD TV,"₦ 267,980","₦ 580,000",No rating
"AnyCast M9 Plus Wireless WiFi Display Dongle Receiver Airplay Miracast DLNA 1080P HDMI TV Stick for iPhone, Samsung, and other Android Smartphones","₦ 21,621","₦ 28,857",No rating
TCL 85 INCHES QLED  ULTRA HD 4K  GOOGLE TELEVISION,"₦ 3,500,000","₦ 3,978,000",No rating
Bluetooth Camera Shutter Remote Page Turner For Smartphones Easy Black,"₦ 3,945","₦ 5,925",No rating
Samsung 75 Inch Crystal Ultra HD   Smart TV,"₦ 1,890,000","₦ 2,690,000",No rating
1x Flashing Lightsaber LED Light Up  War Toy 7 Color 1pcs,"₦ 7,106","₦ 10,659",No rating
Samsung 55Inch Crystal Ultra HD 4K HDR  2024 Smart  TV-55DU7000,"₦ 850,000","₦ 2,200,000",No rating
TCL Premium 98 Inch 4K Ultra HD HDR QLED Google TV - 98C655,"₦ 4,500,000","₦ 6,800,000",No rating
"Hisense 32"" Inches Satellite TV (A5200) - Black + 1 Year Warranty","₦ 170,000","₦ 210,000",No rating
Network Adapter USB 3.0 To Ethernet RJ45 Lan Gigabit Adapter For 10/100/1000 Mbps Ethernet Supports Nintendo Switch/TV Box Black By HonTai,"₦ 39,614","₦ 60,931",No rating
TCL 50 INCHES QLED UHD SMART HDR TELEVISION,"₦ 755,000","₦ 899,500",No rating
Polystar 24 Inch LED Television +wall Bracket,"₦ 89,999",No old_price,No rating
Samsung 43 INCH UHD SMART 4K TV BLACK,"₦ 650,000","₦ 745,000",No rating
Samsung 32 Inch Smart High Definition LED TV- Black,"₦ 300,000","₦ 635,000",No rating
Nsendato 286 SDI HDMI H.264 Pro HDMI Recorder Box With Remote Control Support USB SD Disk SDI HD 3G Video Capture Card Encoder,"₦ 266,050","₦ 345,865",4
XIAOMI MI TV STICK,"₦ 78,000",No old_price,5
Samsung 50inch Class  4K Crystal UHD HDR+ LED Smart -TV,"₦ 750,000","₦ 3,950,000",5
"Vision 40""INCHES TV HD LED FULL HD","₦ 186,990","₦ 195,000",4.7
"Vision 43''4K UHD Smart TV+Netflix,Youtube,Magic Remote","₦ 233,990","₦ 267,000 - ₦ 1,250,000",4.2
Samsung 55Inch Class  4K Crystal UHD HDR  2024 Smart TV-55DU7000,"₦ 850,000","₦ 2,300,000",No rating
"LG 83'' Inches OLED TV CX Series, 4K Cinema Scr HDR AI ThinQ","₦ 10,400,000","₦ 14,000,000",No rating
TCL QLED 65 Inch Smart UHD 4K HDR Google TV,"₦ 1,200,000","₦ 3,000,000",No rating
TCL 32-Inch HD Digital Flat TV + 12 Months Warranty,"₦ 187,000","₦ 210,000",No rating
Scanfrost 32inch LED TV,"₦ 178,970","₦ 206,980",No rating
ZUM 39″ Inches FULL HD LED TV,"₦ 187,000",No old_price,No rating
Samsung 65 INCHES CRYSTAL UHD SMART HDR TELEVISION,"₦ 1,550,000","₦ 1,990,500",No rating
"LG 43'' 4K UHD Smart TV + Netflix,Youtube,Apple Airplay&Magic Remote -43UN7340","₦ 787,999","₦ 880,000",No rating
Samsung Premium 55Inch Q60C UHD Ultra Slim QLED Smart 4K TV,"₦ 1,300,000","₦ 1,900,000",No rating
Samsung 32 Inch  Slim High Definition LED  TV Series 5,"₦ 200,000","₦ 400,000",No rating
"Vision 19""INCHES LED VISION TV WITH ONE YEAR WARRANTY","₦ 90,940","₦ 155,900",5
Apple Smart Keyboard Folio For IPad Pro 12.9-inch (3rd Gen),"₦ 169,900","₦ 189,900",No rating
"LG OLED 65"" TV Inch Cinema Design 4K HDR WebOS Pixel Dimming","₦ 4,396,000","₦ 5,400,000",No rating
Samsung 55 INCH CRYSTAL UHD 4K SMART HDR TELEVISION,"₦ 895,500","₦ 980,000",No rating
Expansions 43 AC/DC LED Television + Wall Bracket + TV Guard,"₦ 463,000",No old_price,5
Samsung 65inch Certified Premium Class HDR Smart UHD LED TV,"₦ 1,300,000","₦ 3,300,000",No rating
"LG 75"" Inch UHD, AI Think 4K Smart, Satellite 75UQ9000","₦ 2,298,990","₦ 2,900,000",No rating
Samsung 55 Inch Premium UHD 4K Smart LED TV,"₦ 1,100,000","₦ 1,700,000",No rating
Samsung 43inch UHD Smart Ultra Slim 4K TV,"₦ 650,000","₦ 670,000",No rating
Royal RTV58GT8W 58 inch Ultra High Definition Smart 4K Google TV,"₦ 650,000","₦ 900,000",No rating
SILVERBIRD 40-Inch  Full HD LED Television,"₦ 199,900","₦ 220,000",5
Samsung 55Inch Crystal UHD DU7000 Tizen OS 2024 Smart 4K TV,"₦ 850,000","₦ 1,500,000",No rating
XIAOMI MI BOX S 4K 2ND GENERATION,"₦ 141,000",No old_price,4
VOVIDA CURVED 65 INCH 4K ULTRA HD LED TV SMART,"₦ 930,000","₦ 1,700,000",5
Samsung 50 Inch Crystal UHD Smart HDR+ Ultra Slim 4K LED TV,"₦ 850,000","₦ 1,500,000",No rating
"Bruhm 43"" SMART OS UHD TV BTF-43 SV","₦ 516,999","₦ 799,700",No rating
TCL 65 Inch QLED Smart 4K TV,"₦ 1,200,000","₦ 3,600,000",No rating
TCL 85 Inch 4K Ultra HD HDR  Smart QLED 2024 Google TV -85C655,"₦ 3,200,000","₦ 6,000,000",No rating
"Hisense 65 INCHES QLED 4K HDR SMART,QUANTUM DOT, TV","₦ 870,000","₦ 998,000",No rating
Samsung 50 Inch UHD Ultra Slim HDR+ Smart 4K TV,"₦ 750,000","₦ 2,200,000",5
Hisense 75''Inches Smart QLED 4K TV Netflix Youtube & DSTV,"₦ 2,398,100","₦ 3,500,000",No rating
Samsung Certified QLED 85Inch Q60C Smart Ultra Slim 4K TV,"₦ 5,000,000","₦ 6,900,000",No rating
TCL Premium 85Inch 4K Ultra HD HDR QLED Smart Google TV -85C655,"₦ 3,200,000","₦ 6,000,000",No rating
1:6 Scale Womans Classic Fashion Ankle Strap Stiletto High Heels Black,"₦ 21,425","₦ 32,138",No rating
TCL Premium 55 Inch Andriod 4K Ultra HD Smart Google TV (BLACK),"₦ 700,000","₦ 1,500,000",No rating
TCL 55 INCHES QLED UHD SMART HDR TELEVISION,"₦ 958,500","₦ 997,500",5
Samsung 55 Inch Ultra Slim Class UHD Smart 4K HDR+ TV,"₦ 749,000","₦ 780,000",No rating
TCL Google Smart 55Inch UHD Certified Android QLED 4K TV,"₦ 1,000,000","₦ 1,600,000",No rating
"LG 86"" OLED Inches CX Series, Cinema Screen 4K HDR AI ThinQ","₦ 34,499,000","₦ 38,500,000",No rating
"LG 75'' Inches OLED TV CX Series, 4K Cinema Screen HDR AI ThinQ","₦ 5,560,000","₦ 19,800,000",No rating
"Hisense 43"" LED TV - HX43N2176F Plus Free Wall Bracket","₦ 359,000",No old_price,5
TCL Google TV 65inch QLED Smart UHD 4K,"₦ 1,200,000","₦ 3,600,000",No rating
Amani Series 19”inches Amani Series  HD Led TV,"₦ 90,940","₦ 145,000",4
Samsung 50 Inch Ultra HDR Class Smart UHD LED 4K TV,"₦ 750,000","₦ 2,100,000",No rating
"TCL 55""TCL Qled Smart Tv Global Brand New Google TV","₦ 804,000","₦ 978,000",No rating
TCL 55Inch Google Android UHD Ultra Slim Smart 4K TV,"₦ 750,000","₦ 1,800,000",No rating
"LG 77"" OLED Inches CX Series, Cinema Screen 4K HDR AI ThinQ","₦ 6,450,000","₦ 8,000,000",No rating
"Vision 40"" Inches LED/LCD PROMO PRICE WITH TWO YEARS Warranty","₦ 185,990","₦ 297,999",No rating
TCL 43 Inch Full HD Smart Television-Black,"₦ 400,000","₦ 635,000",No rating
TCL C655 65Inch UHD QLED Android Certified Smart 4K Google TV,"₦ 1,200,000","₦ 1,900,000",No rating
Scanfrost 32 Led Television + Wall Bracket,"₦ 135,500",No old_price,No rating
A95X 4GB 32GB TV Box,"₦ 55,000","₦ 65,000",No rating
TCL 98 Inch 4K UHD HDR QLED Andriod Smart Google TV( 98C655),"₦ 4,000,000","₦ 7,800,000",No rating
"Samsung 65"" Class  4K Ultra HD Quantum HDR  Smart OLED  TV - 65S90C","₦ 5,000,000","₦ 8,500,000",No rating
"Samsung Pemium 55"" Class HDR 4K UHD Smart QLED TV 55Q60D","₦ 1,300,000","₦ 2,700,000",No rating
Samsung 85Inch Certified Crystal UHD Class Smart 4K HDR TV DU8000,"₦ 3,700,000","₦ 4,700,000",No rating
Hisense 32 Inches FHD LED TV (32A2N) - Black +1 Year Warranty,"₦ 183,700","₦ 197,478",4.2
Samsung 43Inch UHD Certified LED Smart HDR+ 4K TV,"₦ 650,000","₦ 1,000,000",No rating
TCL 85Inch UHD Android QLED Smart 4K Certified HDR Google TV,"₦ 3,200,000","₦ 5,000,000",No rating
Amani 43” 4k UHD ANDROID Smart LED TV Netflix YouTube Apps Free Gift Inside,"₦ 223,990","₦ 257,890",No rating
9Fox 43 Inches Super HD Android Smart Frameless TV + Hanger+HDMI,"₦ 223,950","₦ 320,000",1
"TCL 98"" 4K Ultra HD HDR QLED Andriod 2024 Smart Google TV 98C655","₦ 4,500,000","₦ 6,800,000",No rating
TCL 55 Inch  4K Ultra HD Android Smart QLED Google TV  55C655,"₦ 1,000,000","₦ 2,000,000",No rating
Samsung 65Inch UHD Certified LED Smart HDR+ 4K TV,"₦ 1,300,000","₦ 2,000,000",No rating
TCL 32 Inch HD Ultra Slim LED TV,"₦ 260,000","₦ 320,000",4
Strong Decoder,"₦ 38,500","₦ 42,000",No rating
Hisense 1 HORSE POWER WHITE ICE AIR CONDITIONER,"₦ 389,400",No old_price,No rating
Satlink Digital Satellite Finder Meter,"₦ 65,000",No old_price,No rating
TCL 65 Inch QLED HDR Smart UHD 4K Google TV,"₦ 1,200,000","₦ 3,000,000",No rating
Zealot S42 Speaker SOUNDBOX Touch Control Bluetooth Speaker,"₦ 24,000","₦ 29,000",No rating
Samsung 65 Inch UHD Ultra Slim Class 2020 HDR+ Smart 4K TV,"₦ 1,300,000","₦ 3,500,000",5
TCL 32-Inch HD Digital Flat TV + 12 Months Warranty,"₦ 187,000","₦ 210,000",No rating
Scanfrost 32inch LED TV,"₦ 178,970","₦ 206,980",No rating
